source
http://data.open.ac.uk/led/source/Friends+and+Memories/1449159325057
http://data.open.ac.uk/led/source/698914b65e3e26e6d387d5c84de2274f/excerpt/343998dc6dfe3ded5d7f0c4fddfabc66
"http://data.open.ac.uk/led/source/Rhymes+and+Recollections+of+a+Hand-Loom+Weaver,+2nd+edition/1524242317478"
http://data.open.ac.uk/led/source/a247ee267c5c68de2a49c34e4713c6a2/excerpt/72d4a2226bcf0ffd26b6f97d88375517
http://data.open.ac.uk/led/source/A+Classical+tour+through+Italy+and+Sicily/1517328162381
http://data.open.ac.uk/led/source/4490006c5c29448e9a423fd06221b9b7/excerpt/635fda2ec43a515c18387d746d8b6b9c
"http://data.open.ac.uk/led/source/The+Diary+of+an+invalid,+being+the+journal+of+a+tour...+in+Portugal,+Italy,+Switzerland+and+France,+1817-1819/1518777047737"
http://data.open.ac.uk/led/source/9824a84dc8377e08007751f29edb726b/excerpt/ef5f0338abc761f0641530528ca6b982
http://data.open.ac.uk/led/source/Letters+Written+during+a+Journey+to+Switzerland+in+the+Autumn+of+1841
"http://data.open.ac.uk/led/source/Letter+from+F.+M.+L.+Yates,+Basle,+1841/1386154169110"
http://data.open.ac.uk/led/source/Reminiscences+of+the+Opera/1438607277392
http://data.open.ac.uk/led/source/11af3c14fbf284f75e57bd48464328e5/excerpt/b1b322c75d08ea7660ac32863b582d02
"http://data.open.ac.uk/led/source/Music+and+Friends:+Or,+Pleasant+Recollections+of+a+Dilettante,+Volume+3/1432981483769"
http://data.open.ac.uk/led/source/eb3814dadcbf87e5c350a393c462619f/excerpt/5d8883008787ecb8dbc4635fe540e6e3
"http://data.open.ac.uk/led/source/Music+and+Friends:+Or,+Pleasant+Recollections+of+a+Dilettante,+Volume+2/1433878557153"
http://data.open.ac.uk/led/source/ca81c690f7de471ba875745f6f121fb2/excerpt/c1b71d6011a15c1ba1c87a37fad25714
"http://data.open.ac.uk/led/source/Music+and+Friends:+Or,+Pleasant+Recollections+of+a+Dilettante/1396430265944"
http://data.open.ac.uk/led/source/Music-Study+in+Germany:+The+Classic+Memoir+of+the+Romantic+Era/1417364489064
"http://data.open.ac.uk/led/source/Memorials+of+Frederick+Arthur+Gore+Ouseley,+baronet,+M.A.,+doctor+and+professor+of+music+in+the+University+of+Oxford;+preceptor+and+canon+residentary+in+the+cathedral+church+of+Hereford:+founder+of+St+Michael's+Tenbury,+and+first+incumbent+of+that+church/1436609453105"
http://data.open.ac.uk/led/source/c941b705a8cb3d8c422e5b6efaf3d101/excerpt/8837f9b95bfb498559fcc1925a19ac38
http://data.open.ac.uk/led/source/Reminiscences+of+Michael+Kelly/1426674530118
http://data.open.ac.uk/led/source/The+Life+and+Letters+of+Frances+Baroness+Bunsen/vol2/1375783186722
